Gene	GRCP	GLCP	TWAS_z
ENSG00000109158	0.001	0.001	   -0.374
ENSG00000274209	0.001	0.001	   -0.438
ENSG00000171401	0.001	0.001	    0.000
ENSG00000266709	0.001	0.001	    0.146
ENSG00000174792	0.001	0.001	   -1.000
ENSG00000189067	0.001	0.001	   -0.056
ENSG00000151092	0.000	0.001	    0.000
ENSG00000170486	0.001	0.001	   -0.350
ENSG00000231407	0.001	0.001	    0.000
ENSG00000147684	0.001	0.001	    0.000
ENSG00000172014	0.001	0.001	   -1.472
ENSG00000143199	0.000	0.001	    0.000
ENSG00000113504	0.001	0.001	   -0.001
ENSG00000245958	0.001	0.001	   -2.109
ENSG00000250906	0.001	0.001	    0.923
ENSG00000148019	0.001	0.001	    0.780
ENSG00000242697	0.000	0.001	    0.000
ENSG00000163291	0.001	0.001	    0.077
ENSG00000142621	0.001	0.001	   -3.283
ENSG00000105993	0.001	0.001	    0.948
ENSG00000277459	0.001	0.001	   -1.112
ENSG00000175894	0.001	0.001	   -0.121
ENSG00000105141	0.001	0.001	    0.362
ENSG00000177855	0.001	0.001	    0.000
ENSG00000187957	0.001	0.001	    0.103
ENSG00000143858	0.000	0.001	    0.000
ENSG00000155304	0.001	0.001	    0.088
ENSG00000165511	0.001	0.001	   -0.871
ENSG00000185962	0.001	0.001	   -2.036
ENSG00000147650	0.001	0.001	   -0.635
ENSG00000213568	0.001	0.001	    1.211
ENSG00000145494	0.001	0.001	    0.322
ENSG00000168116	0.000	0.001	   -1.390
ENSG00000197323	0.001	0.001	    1.689
ENSG00000171195	0.001	0.001	   -0.381
ENSG00000183850	0.001	0.001	   -1.220
ENSG00000164815	0.001	0.001	   -0.245
ENSG00000108561	0.001	0.001	   -1.812
ENSG00000269397	0.001	0.001	    0.877
ENSG00000163214	0.001	0.001	   -1.443
ENSG00000214954	0.000	0.001	    2.832
ENSG00000186564	0.000	0.001	    0.000
ENSG00000171119	0.001	0.001	    3.620
ENSG00000162599	0.001	0.001	    0.000
ENSG00000147588	0.000	0.001	    0.000
ENSG00000159461	0.001	0.001	    1.122
ENSG00000198416	0.001	0.001	   -0.046
ENSG00000159348	0.001	0.001	   -0.424
ENSG00000090382	0.001	0.001	    4.870
ENSG00000008018	0.001	0.001	    0.665
ENSG00000226674	0.000	0.001	    0.000
ENSG00000100056	0.000	0.001	    1.383
ENSG00000117595	0.001	0.001	    0.609
ENSG00000204628	0.001	0.001	   -1.953
ENSG00000132881	0.001	0.001	   -3.194
ENSG00000068885	0.001	0.001	    0.124
ENSG00000163964	0.001	0.001	   -0.098
ENSG00000236184	0.001	0.001	   -0.018
ENSG00000226167	0.001	0.001	   -0.921
ENSG00000148935	0.001	0.001	   -0.255
ENSG00000168461	0.001	0.001	   -1.511
ENSG00000228288	0.001	0.001	    0.617
ENSG00000119285	0.001	0.001	   -0.575
ENSG00000171766	0.001	0.001	    1.146
ENSG00000259721	0.001	0.001	   -0.140
ENSG00000160446	0.000	0.001	    1.957
ENSG00000108406	0.001	0.001	   -0.738
ENSG00000239218	0.001	0.001	    0.000
ENSG00000266554	0.001	0.001	   -0.683
ENSG00000150630	0.000	0.001	    0.000
ENSG00000145824	0.001	0.001	   -0.857
ENSG00000137675	0.001	0.001	    0.618
ENSG00000168003	0.000	0.001	    0.000
ENSG00000090975	0.000	0.001	    0.000
ENSG00000108176	0.000	0.001	   -0.234
ENSG00000142197	0.001	0.001	    3.391
ENSG00000169855	0.001	0.001	    0.000
ENSG00000284471	0.001	0.001	   -0.172
ENSG00000103569	0.001	0.001	   -0.583
ENSG00000153046	0.001	0.001	    0.037
ENSG00000258676	0.001	0.001	    0.153
ENSG00000250929	0.001	0.001	   -0.665
ENSG00000003249	0.001	0.001	    7.359
ENSG00000264278	0.001	0.001	   -0.374
ENSG00000112837	0.001	0.001	    0.000
ENSG00000182648	0.001	0.001	    1.856
ENSG00000253719	0.001	0.001	    0.040
ENSG00000130413	0.000	0.001	   -0.116
ENSG00000162739	0.000	0.001	    0.000
ENSG00000126602	0.001	0.001	    3.915
ENSG00000263235	0.001	0.001	    3.776
ENSG00000275178	0.001	0.001	   -2.168
ENSG00000198142	0.001	0.001	   -0.777
ENSG00000137673	0.001	0.001	    0.682
ENSG00000281649	0.000	0.001	    0.000
ENSG00000111247	0.001	0.001	   -2.155
ENSG00000248979	0.001	0.001	    0.000
ENSG00000270894	0.001	0.001	    0.000
ENSG00000225067	0.000	0.001	    0.000
ENSG00000239419	0.001	0.001	    0.000
ENSG00000213885	0.001	0.001	   -0.402
ENSG00000237167	0.001	0.001	    0.066
ENSG00000250303	0.001	0.001	   -1.143
ENSG00000257511	0.000	0.001	   -0.266
ENSG00000182853	0.001	0.001	    1.886
ENSG00000169756	0.001	0.001	    1.121
ENSG00000215014	0.000	0.001	    2.151
ENSG00000064115	0.001	0.001	   -2.227
ENSG00000254701	0.001	0.001	   -0.743
ENSG00000120341	0.001	0.001	   -1.392
ENSG00000278416	0.001	0.001	    2.262
ENSG00000275835	0.000	0.001	    0.820
ENSG00000223431	0.001	0.001	    0.000
ENSG00000166452	0.001	0.001	    1.421
ENSG00000058056	0.001	0.001	   -0.778
ENSG00000147874	0.001	0.001	    3.187
ENSG00000113456	0.000	0.001	   -2.326
ENSG00000234690	0.001	0.001	    0.601
ENSG00000173610	0.001	0.001	   -0.415
ENSG00000160818	0.001	0.001	    1.592
ENSG00000187527	0.001	0.001	    0.563
ENSG00000107854	0.001	0.001	    3.687
ENSG00000010610	0.000	0.001	    0.504
ENSG00000132541	0.001	0.001	    1.156
ENSG00000131495	0.000	0.001	    0.000
ENSG00000248597	0.001	0.001	   -0.003
ENSG00000134207	0.001	0.001	    1.024
ENSG00000150637	0.001	0.001	    0.000
ENSG00000133641	0.001	0.001	   -0.251
ENSG00000160208	0.000	0.001	    0.000
ENSG00000213866	0.001	0.001	    0.000
ENSG00000179104	0.001	0.001	   -1.178
ENSG00000080200	0.000	0.001	    0.000
ENSG00000112293	0.000	0.001	    0.963
ENSG00000241764	0.001	0.001	   -0.254
ENSG00000138346	0.000	0.001	   -7.145
ENSG00000090104	0.001	0.001	   -0.199
ENSG00000265519	0.001	0.001	    0.276
ENSG00000156466	0.001	0.001	    1.821
ENSG00000158773	0.001	0.001	   -0.365
ENSG00000249379	0.001	0.001	    1.889
ENSG00000225498	0.001	0.001	   -0.819
ENSG00000215875	0.001	0.001	    0.249
ENSG00000164520	0.001	0.001	   -0.859
ENSG00000085365	0.000	0.001	   -3.047
ENSG00000100601	0.001	0.001	    0.197
ENSG00000264247	0.001	0.001	    1.114
ENSG00000164106	0.000	0.001	   -2.000
ENSG00000244057	0.001	0.001	    2.063
ENSG00000223855	0.001	0.001	    1.729
ENSG00000066739	0.001	0.001	    0.000
ENSG00000232490	0.001	0.001	    0.063
ENSG00000234210	0.001	0.001	    0.383
ENSG00000185728	0.000	0.001	    0.000
ENSG00000238105	0.001	0.001	   -0.178
ENSG00000273137	0.001	0.001	    0.478
ENSG00000275718	0.001	0.001	   -1.539
ENSG00000134115	0.001	0.001	    0.230
ENSG00000205572	0.001	0.001	   -1.893
ENSG00000136014	0.001	0.001	   -1.838
ENSG00000186479	0.001	0.001	    0.029
ENSG00000163568	0.001	0.001	    0.348
ENSG00000123360	0.001	0.001	   -0.279
ENSG00000164265	0.001	0.001	   -1.199
ENSG00000167555	0.001	0.001	    1.421
ENSG00000101134	0.000	0.001	    0.000
ENSG00000276409	0.001	0.001	    0.972
ENSG00000228857	0.000	0.001	   -0.972
ENSG00000136021	0.001	0.001	    0.649
ENSG00000000971	0.001	0.001	    0.000
ENSG00000138286	0.001	0.001	    2.717
ENSG00000144868	0.001	0.001	   -0.637
ENSG00000113328	0.001	0.001	    0.000
ENSG00000083168	0.001	0.001	    0.000
ENSG00000221864	0.000	0.001	    0.000
ENSG00000274528	0.001	0.001	   -1.275
ENSG00000235576	0.001	0.001	    0.000
ENSG00000275672	0.000	0.001	    1.068
ENSG00000030066	0.000	0.001	    0.000
ENSG00000169432	0.000	0.001	    0.000
ENSG00000180644	0.000	0.001	    0.000
ENSG00000270179	0.001	0.001	   -0.241
ENSG00000013392	0.000	0.001	    2.063
ENSG00000198355	0.001	0.001	   -2.831
ENSG00000198466	0.001	0.001	    0.503
ENSG00000273062	0.001	0.001	    0.000
ENSG00000196422	0.001	0.001	    0.000
ENSG00000254207	0.001	0.001	    1.404
ENSG00000243069	0.001	0.001	   -2.313
ENSG00000102910	0.001	0.001	    1.043
ENSG00000271978	0.001	0.001	    0.013
ENSG00000137962	0.001	0.001	    0.000
ENSG00000168263	0.001	0.001	   -0.614
ENSG00000226792	0.001	0.001	   -2.003
ENSG00000182568	0.001	0.001	   -0.211
ENSG00000272977	0.001	0.001	   -0.484
ENSG00000273344	0.001	0.001	    0.772
ENSG00000253671	0.001	0.001	    0.099
ENSG00000110427	0.001	0.001	    0.340
ENSG00000107731	0.001	0.001	    0.000
ENSG00000138944	0.001	0.001	   -1.954
ENSG00000224903	0.001	0.001	    1.457
ENSG00000134709	0.000	0.001	   -0.929
ENSG00000184305	0.000	0.001	    0.000
ENSG00000103507	0.000	0.001	    3.825
ENSG00000276649	0.001	0.001	   -1.326
ENSG00000254648	0.001	0.001	   -0.648
ENSG00000185053	0.000	0.001	    0.000
ENSG00000120658	0.001	0.001	    0.339
ENSG00000125827	0.001	0.001	    1.369
ENSG00000276023	0.001	0.001	   -1.389
ENSG00000138757	0.001	0.001	   -0.740
ENSG00000243885	0.001	0.001	   -0.020
ENSG00000254551	0.000	0.001	    0.000
ENSG00000111647	0.000	0.001	   -0.004
ENSG00000235831	0.001	0.001	    0.165
ENSG00000235205	0.000	0.001	    0.228
ENSG00000180581	0.000	0.001	    0.000
ENSG00000151532	0.001	0.001	    0.000
ENSG00000169509	0.001	0.001	   -2.460
ENSG00000223715	0.000	0.001	    0.000
ENSG00000178700	0.001	0.001	   -1.921
ENSG00000259856	0.000	0.001	    0.000
ENSG00000253944	0.001	0.001	    0.226
ENSG00000251442	0.000	0.001	    0.000
ENSG00000215210	0.001	0.001	    0.314
ENSG00000151093	0.001	0.001	    0.036
ENSG00000105983	0.001	0.001	   -0.223
ENSG00000111052	0.000	0.001	    0.000
ENSG00000274471	0.001	0.001	    0.473
ENSG00000167216	0.000	0.001	   -0.172
ENSG00000080166	0.001	0.001	    1.467
ENSG00000182095	0.001	0.001	   -0.159
ENSG00000166326	0.001	0.001	    1.279
ENSG00000196418	0.001	0.001	    0.820
ENSG00000203722	0.001	0.001	   -0.782
ENSG00000162623	0.001	0.001	   -1.398
ENSG00000122543	0.001	0.001	   -0.023
ENSG00000244701	0.001	0.001	    0.032
ENSG00000270157	0.001	0.001	    0.035
ENSG00000257093	0.001	0.001	    0.044
ENSG00000139324	0.001	0.001	    0.125
ENSG00000228586	0.001	0.001	   -0.180
ENSG00000121864	0.001	0.001	    0.554
ENSG00000116774	0.001	0.001	   -0.430
ENSG00000168811	0.001	0.001	    1.486
ENSG00000138772	0.001	0.001	   -0.582
ENSG00000196793	0.001	0.001	   -1.167
ENSG00000205634	0.001	0.001	    1.376
ENSG00000121039	0.001	0.001	   -0.629
ENSG00000152439	0.001	0.001	   -0.863
ENSG00000263272	0.001	0.001	    2.082
ENSG00000177989	0.001	0.001	   -2.404
ENSG00000162458	0.001	0.001	    1.875
ENSG00000264575	0.001	0.001	   -1.614
ENSG00000184500	0.001	0.001	   -1.703
ENSG00000158716	0.001	0.001	   -0.083
ENSG00000179523	0.001	0.001	   -0.859
ENSG00000092096	0.001	0.001	   -4.118
ENSG00000160180	0.001	0.001	   -0.358
ENSG00000181997	0.001	0.001	    1.579
ENSG00000248360	0.000	0.001	    0.277
ENSG00000111319	0.001	0.001	    1.768
ENSG00000073060	0.000	0.001	   -1.884
ENSG00000255836	0.001	0.001	    0.000
ENSG00000134121	0.001	0.001	   -0.070
ENSG00000168522	0.001	0.001	   -1.859
ENSG00000011465	0.001	0.001	    2.166
ENSG00000266610	0.001	0.001	   -0.155
ENSG00000105122	0.001	0.001	    0.108
ENSG00000160190	0.001	0.001	    0.491
ENSG00000139354	0.001	0.001	    0.527
ENSG00000275343	0.000	0.001	    0.000
ENSG00000166046	0.001	0.001	    2.882
ENSG00000177119	0.000	0.001	    0.000
ENSG00000230453	0.001	0.001	    0.505
ENSG00000127870	0.001	0.001	   -0.393
ENSG00000260454	0.001	0.001	   -0.426
ENSG00000117009	0.001	0.001	    0.000
ENSG00000112902	0.001	0.001	    0.000
ENSG00000106541	0.001	0.001	   -3.931
ENSG00000236998	0.001	0.001	    2.333
ENSG00000236975	0.001	0.001	   -0.975
ENSG00000273036	0.001	0.001	   -0.016
ENSG00000196878	0.001	0.001	    0.498
ENSG00000231367	0.000	0.001	    0.438
ENSG00000198083	0.000	0.001	    0.000
ENSG00000216906	0.001	0.001	   -0.562
ENSG00000152102	0.000	0.001	    0.000
ENSG00000095564	0.000	0.001	    0.000
ENSG00000151650	0.001	0.001	    1.088
ENSG00000118217	0.001	0.001	    0.624
ENSG00000173542	0.001	0.001	   -1.304
ENSG00000173950	0.001	0.001	    0.718
ENSG00000180011	0.001	0.001	    0.303
ENSG00000274922	0.001	0.001	   -1.395
ENSG00000277767	0.001	0.001	    2.770
ENSG00000150776	0.001	0.001	    0.000
ENSG00000224511	0.001	0.001	   -0.066
ENSG00000276148	0.000	0.001	   -0.329
ENSG00000198765	0.001	0.001	   -0.315
ENSG00000259118	0.001	0.001	  -11.150
ENSG00000154127	0.000	0.001	   -3.202
ENSG00000231464	0.001	0.001	   -0.868
ENSG00000108039	0.001	0.001	    0.464
ENSG00000156486	0.001	0.001	    1.684
ENSG00000167323	0.001	0.001	   -0.923
ENSG00000251441	0.001	0.001	    0.048
ENSG00000232850	0.001	0.001	    0.075
ENSG00000143799	0.001	0.001	   -1.329
ENSG00000223668	0.000	0.001	    0.000
ENSG00000198168	0.001	0.001	    0.192
ENSG00000089220	0.001	0.001	    0.758
ENSG00000179981	0.001	0.001	   -1.132
ENSG00000273143	0.001	0.001	    0.122
ENSG00000219433	0.000	0.001	    0.000
ENSG00000013523	0.001	0.001	    0.270
ENSG00000168828	0.000	0.001	    1.047
ENSG00000020181	0.001	0.001	   -1.740
ENSG00000184156	0.001	0.001	    1.125
ENSG00000213551	0.000	0.001	   -2.264
ENSG00000147606	0.000	0.001	    2.549
ENSG00000102978	0.001	0.001	    0.870
ENSG00000132932	0.001	0.001	    0.000
ENSG00000107738	0.001	0.001	   -1.326
ENSG00000177414	0.001	0.001	    0.457
ENSG00000229808	0.001	0.001	   -0.703
ENSG00000250889	0.001	0.001	    2.172
ENSG00000274038	0.001	0.001	   -0.014
ENSG00000091138	0.001	0.001	    0.000
ENSG00000213967	0.001	0.001	   -0.317
ENSG00000272599	0.000	0.001	   -2.368
ENSG00000272572	0.001	0.001	   -8.440
ENSG00000181350	0.001	0.001	    0.000
ENSG00000145107	0.001	0.001	    0.128
ENSG00000174013	0.001	0.001	    1.210
ENSG00000249258	0.001	0.001	    1.287
ENSG00000095321	0.000	0.001	    1.270
ENSG00000270025	0.001	0.001	   -3.564
ENSG00000236404	0.001	0.001	   -0.547
ENSG00000101745	0.000	0.001	    0.000
ENSG00000203778	0.000	0.001	   -1.348
ENSG00000056050	0.001	0.001	   -0.213
ENSG00000112309	0.001	0.001	   -0.829
ENSG00000215866	0.001	0.001	    0.004
ENSG00000232346	0.000	0.001	    0.000
ENSG00000276291	0.001	0.001	   -1.282
ENSG00000164828	0.001	0.001	   -1.371
ENSG00000084674	0.001	0.001	    0.460
ENSG00000230204	0.000	0.001	    0.000
ENSG00000105963	0.001	0.001	    0.734
ENSG00000120256	0.001	0.001	   -0.671
ENSG00000102934	0.001	0.001	    0.820
ENSG00000185156	0.001	0.001	   -1.227
ENSG00000105499	0.001	0.001	    1.985
ENSG00000066468	0.001	0.001	   -1.418
ENSG00000263072	0.001	0.001	   -3.866
ENSG00000058272	0.000	0.001	    0.000
ENSG00000198633	0.001	0.001	   -2.033
ENSG00000151849	0.001	0.001	    0.200
ENSG00000224853	0.001	0.001	   -3.019
ENSG00000170370	0.000	0.001	    0.000
ENSG00000070061	0.001	0.001	   -1.635
ENSG00000172716	0.001	0.001	    0.331
ENSG00000261247	0.001	0.001	    0.724
ENSG00000267934	0.001	0.001	    0.461
ENSG00000088205	0.001	0.001	   -0.027
ENSG00000260337	0.001	0.001	    0.171
ENSG00000184616	0.001	0.001	    2.405
ENSG00000139200	0.001	0.001	    2.031
ENSG00000147649	0.000	0.001	    0.000
ENSG00000227963	0.001	0.001	   -2.686
ENSG00000232645	0.000	0.001	    0.000
ENSG00000130643	0.000	0.001	    0.000
ENSG00000183378	0.001	0.001	    0.251
ENSG00000104313	0.000	0.001	    0.823
ENSG00000080293	0.001	0.001	   -1.600
ENSG00000104327	0.001	0.001	   -2.818
ENSG00000128881	0.001	0.001	    3.592
ENSG00000233261	0.001	0.001	    0.000
ENSG00000170638	0.001	0.001	    2.209
ENSG00000254226	0.001	0.001	   -2.665
ENSG00000160838	0.000	0.001	    0.000
ENSG00000203837	0.001	0.001	    0.157
ENSG00000015475	0.001	0.001	    0.096
ENSG00000075336	0.000	0.001	   -0.301
ENSG00000163541	0.001	0.001	   -0.731
ENSG00000107021	0.000	0.001	    0.000
ENSG00000088682	0.001	0.001	    0.823
ENSG00000124490	0.000	0.001	    0.000
ENSG00000214562	0.001	0.001	   -1.275
ENSG00000109519	0.001	0.001	    4.109
ENSG00000186854	0.000	0.001	   -0.082
ENSG00000280312	0.000	0.001	    0.796
ENSG00000117475	0.000	0.001	    0.000
ENSG00000233859	0.000	0.001	   -0.085
ENSG00000152137	0.001	0.001	    1.390
ENSG00000113161	0.001	0.001	    0.000
ENSG00000153707	0.001	0.001	    0.417
ENSG00000272579	0.000	0.001	    0.000
ENSG00000247137	0.001	0.001	    0.000
ENSG00000164237	0.001	0.001	    1.991
ENSG00000153066	0.001	0.001	   -0.095
ENSG00000147905	0.001	0.001	    0.000
ENSG00000115762	0.001	0.001	    2.873
ENSG00000134297	0.000	0.001	    0.000
ENSG00000150773	0.001	0.001	    0.000
ENSG00000205583	0.001	0.001	    2.223
ENSG00000051596	0.001	0.001	    1.021
ENSG00000166261	0.001	0.001	    0.190
ENSG00000110429	0.001	0.001	   -1.754
ENSG00000137628	0.001	0.001	    0.430
ENSG00000101442	0.001	0.001	   -1.984
ENSG00000225200	0.000	0.001	    0.000
ENSG00000170624	0.000	0.001	    0.000
ENSG00000214093	0.000	0.001	    0.000
ENSG00000279811	0.001	0.001	    0.000
ENSG00000225171	0.001	0.001	   -1.046
ENSG00000271851	0.001	0.001	    0.223
ENSG00000173391	0.001	0.001	    0.000
ENSG00000265354	0.001	0.001	   -0.031
ENSG00000075407	0.000	0.001	    0.000
ENSG00000260398	0.000	0.001	    0.000
ENSG00000187173	0.000	0.001	    0.943
ENSG00000049130	0.000	0.001	    0.000
ENSG00000233041	0.001	0.001	   -5.009
ENSG00000104365	0.001	0.001	   -1.189
ENSG00000123892	0.001	0.001	   -0.766
ENSG00000205358	0.001	0.001	   -0.398
ENSG00000048028	0.001	0.001	   -1.807
ENSG00000112339	0.001	0.001	   -0.471
ENSG00000181374	0.001	0.001	   -0.848
ENSG00000279720	0.001	0.001	    0.288
ENSG00000110200	0.000	0.001	    0.487
ENSG00000279430	0.001	0.001	    0.000
ENSG00000224738	0.001	0.001	   -4.069
ENSG00000163635	0.000	0.001	    0.535
ENSG00000168002	0.000	0.001	    0.000
ENSG00000206432	0.001	0.001	    0.263
ENSG00000229009	0.001	0.001	   -0.446
ENSG00000224259	0.001	0.001	    0.521
ENSG00000279415	0.001	0.001	    2.315
ENSG00000243970	0.000	0.001	   -1.726
ENSG00000150756	0.001	0.001	    0.062
ENSG00000223551	0.001	0.001	    0.000
ENSG00000122188	0.001	0.001	   -0.607
ENSG00000145246	0.001	0.001	   -0.876
ENSG00000224614	0.001	0.001	   -1.556
ENSG00000259940	0.001	0.001	   -0.313
ENSG00000168502	0.001	0.001	   -0.619
ENSG00000235078	0.001	0.001	    1.576
ENSG00000189308	0.000	0.001	    0.000
ENSG00000125703	0.001	0.001	    0.000
ENSG00000118939	0.001	0.001	   -0.141
ENSG00000112761	0.001	0.001	    1.263
ENSG00000175445	0.000	0.001	    0.000
ENSG00000170113	0.001	0.001	    0.558
ENSG00000170915	0.001	0.001	    2.037
ENSG00000275088	0.000	0.001	    2.037
ENSG00000197930	0.000	0.001	    0.000
ENSG00000023445	0.001	0.001	    0.181
ENSG00000261360	0.001	0.001	    0.072
ENSG00000215915	0.001	0.001	    3.029
ENSG00000212127	0.001	0.001	    0.050
ENSG00000135776	0.001	0.001	   -0.257
ENSG00000110148	0.001	0.001	    0.386
ENSG00000249234	0.001	0.001	    0.000
ENSG00000103342	0.001	0.001	    0.157
ENSG00000100150	0.001	0.001	    0.000
ENSG00000114742	0.001	0.001	    0.203
ENSG00000249947	0.000	0.001	   -3.940
ENSG00000240395	0.001	0.001	   -1.053
ENSG00000138760	0.001	0.001	    1.100
ENSG00000173269	0.000	0.001	   -2.116
ENSG00000168329	0.001	0.001	    1.405
ENSG00000206418	0.001	0.001	    0.090
ENSG00000196562	0.001	0.001	   -3.417
ENSG00000152520	0.001	0.001	    3.606
ENSG00000188677	0.001	0.001	    1.133
ENSG00000186472	0.001	0.001	   -0.535
ENSG00000137440	0.000	0.001	    0.000
ENSG00000204033	0.001	0.001	    0.962
ENSG00000227582	0.001	0.001	   -0.083
ENSG00000226562	0.001	0.001	    0.928
ENSG00000171199	0.001	0.001	    0.691
ENSG00000146282	0.000	0.001	   -1.342
ENSG00000251634	0.001	0.001	   -0.714
ENSG00000272040	0.001	0.001	   -0.550
ENSG00000081087	0.001	0.001	    0.000
ENSG00000147364	0.001	0.001	    1.649
ENSG00000096872	0.001	0.001	   -0.284
ENSG00000267038	0.001	0.001	   -2.060
ENSG00000132964	0.001	0.001	    0.000
ENSG00000261559	0.000	0.001	    0.000
ENSG00000187866	0.001	0.001	    0.661
ENSG00000100181	0.001	0.001	    1.144
ENSG00000205593	0.001	0.001	   -0.272
ENSG00000151746	0.001	0.001	    1.636
ENSG00000181227	0.000	0.001	   -0.397
ENSG00000213891	0.001	0.001	    0.000
ENSG00000163380	0.001	0.001	    0.581
ENSG00000270647	0.000	0.001	    0.000
ENSG00000246100	0.001	0.001	   -0.725
ENSG00000118260	0.001	0.001	    0.000
ENSG00000180730	0.001	0.001	   -0.604
ENSG00000112739	0.001	0.001	   -0.309
ENSG00000280077	0.000	0.001	   -1.125
ENSG00000167656	0.000	0.001	   -0.148
ENSG00000227640	0.000	0.001	   -1.135
ENSG00000164151	0.001	0.001	    0.000
ENSG00000236603	0.000	0.001	    0.000
ENSG00000259250	0.000	0.001	    0.000
ENSG00000187951	0.001	0.001	    0.000
ENSG00000111046	0.000	0.001	    0.000
ENSG00000148700	0.001	0.001	   -0.418
ENSG00000117036	0.000	0.001	    0.000
ENSG00000173597	0.000	0.001	    0.000
ENSG00000250130	0.000	0.001	    0.000
ENSG00000172785	0.001	0.001	   -1.622
ENSG00000213062	0.001	0.001	    1.546
ENSG00000135480	0.000	0.001	   -0.297
ENSG00000213762	0.001	0.001	    0.000
ENSG00000155974	0.001	0.001	   -3.558
ENSG00000134443	0.000	0.001	    0.000
ENSG00000103226	0.001	0.001	   -1.201
ENSG00000250510	0.001	0.001	    0.000
ENSG00000276141	0.001	0.001	    1.004
ENSG00000129128	0.001	0.001	    0.000
ENSG00000170315	0.001	0.001	   -0.745
ENSG00000172379	0.001	0.001	   -1.246
ENSG00000223508	0.001	0.001	   -0.591
ENSG00000082497	0.000	0.001	    0.000
ENSG00000168702	0.001	0.001	   -1.780
ENSG00000244752	0.001	0.001	    0.554
ENSG00000138398	0.000	0.001	    0.000
ENSG00000283103	0.001	0.001	   -2.600
ENSG00000228146	0.001	0.001	    3.808
ENSG00000204740	0.001	0.001	    0.919
ENSG00000227376	0.000	0.001	    0.000
ENSG00000075618	0.001	0.001	    0.000
ENSG00000248254	0.001	0.001	    1.405
ENSG00000205116	0.000	0.001	    3.240
ENSG00000279077	0.001	0.001	   -0.904
ENSG00000005075	0.000	0.001	   -2.662
ENSG00000236849	0.001	0.001	   -0.050
ENSG00000243480	0.001	0.001	   -0.770
ENSG00000268592	0.001	0.001	   -1.331
ENSG00000181827	0.001	0.001	    2.041
ENSG00000227885	0.001	0.001	    0.145
ENSG00000196187	0.001	0.001	    0.493
ENSG00000184602	0.001	0.001	   -0.173
ENSG00000229694	0.001	0.001	   -0.090
ENSG00000154727	0.001	0.001	    0.000
ENSG00000038945	0.001	0.001	    0.199
ENSG00000151151	0.000	0.001	    1.275
ENSG00000156471	0.001	0.001	    0.819
ENSG00000213171	0.001	0.001	    2.422
ENSG00000100105	0.001	0.001	    0.000
ENSG00000241123	0.000	0.001	    0.000
ENSG00000149016	0.000	0.001	    0.000
ENSG00000152990	0.001	0.001	    0.659
